claim_id,location,claim_type,value_paper,digits,units,comparison,needs_block,claim
methods_general_order_number,Methods (p. 2),structural,302.13,2,,==,FALSE,"MPD General Order SPT-302.13 specifies that ""[m]embers ... shall start their BWC recordings as soon as a call is initiated"". A general-order identifier, not a quantity."
methods_blocking_levels,Methods (p. 2),structural,2,0,levels,==,FALSE,We applied a two-level blocking approach
methods_major_blocks_districts,Methods (p. 2),definitional,7,0,districts,==,TRUE,"The ""major"" blocks were the seven police districts and three special units"
methods_major_blocks_units,Methods (p. 2),definitional,3,0,units,==,TRUE,"The ""major"" blocks were the seven police districts and three special units"
methods_sample_total,Methods (p. 2),pipeline,2224,0,officers,==,TRUE,"our sample consisted of 2,224 MPD members, with 1,035 members assigned to the control group and 1,189 members assigned to the treatment group"
methods_assigned_control,Methods (p. 2),pipeline,1035,0,officers,==,TRUE,"our sample consisted of 2,224 MPD members, with 1,035 members assigned to the control group and 1,189 members assigned to the treatment group"
methods_assigned_treatment,Methods (p. 2),pipeline,1189,0,officers,==,TRUE,"our sample consisted of 2,224 MPD members, with 1,035 members assigned to the control group and 1,189 members assigned to the treatment group"
methods_compliance_measures,Methods (p. 2),structural,2,0,measures,==,FALSE,We estimate two compliance measures: the number of videos uploaded to the video database by treatment officers and the average length of the videos in minutes
methods_videos_treatment,Methods (p. 2),pipeline,665,0,videos per year,==,TRUE,"On average, treatment officers uploaded about 665 videos annually (compared with 14 videos uploaded among control officers)"
methods_videos_control,Methods (p. 2),pipeline,14,0,videos per year,==,TRUE,"On average, treatment officers uploaded about 665 videos annually (compared with 14 videos uploaded among control officers)"
methods_video_minutes_treatment,Methods (p. 2),pipeline,11,0,minutes,>,TRUE,"The average video recorded by a treatment officer was over 11 min long, while the average video recorded by a control officer was just 0.8 min long"
methods_video_minutes_control,Methods (p. 2),pipeline,0.8,1,minutes,==,TRUE,"The average video recorded by a treatment officer was over 11 min long, while the average video recorded by a control officer was just 0.8 min long"
methods_manipulation_p,Methods (p. 2),pipeline,0.001,3,,<,TRUE,"For both manipulation check measures, the treatment assignment is both substantively and statistically significant (p < 0.001)"
methods_outcome_families,Methods (p. 2),definitional,4,0,families,==,FALSE,"We assessed the effect of BWCs on four families of outcome measures: police use of force, civilian complaints, policing activity, and judicial outcomes. The deposited outcome index groups the 45 outcomes into eight plotting categories, not into these four families, and records no mapping between the two, so the count is verified against the article's own list."
methods_complaint_sources,Methods (p. 2),structural,2,0,sources,==,FALSE,Civilians can file complaints in two ways: with MPD itself or with the independent Office of Police Complaints
methods_deployment_months,Methods (p. 2),definitional,11,0,months,==,TRUE,"Due to logistical constraints, MPD deployed cameras on a district-by-district basis over the course of 11 mo"
methods_pilot_districts_deployed,Methods (p. 2),definitional,2,0,districts,==,TRUE,"Officers in two of the seven police districts received cameras in late June 2015, with the deployment to the remaining districts taking place from March to May 2016"
methods_first_deployment_year,Methods (p. 2),definitional,2015,0,,==,TRUE,Officers in two of the seven police districts received cameras in late June 2015
methods_remaining_deployment_year,Methods (p. 2),definitional,2016,0,,==,TRUE,with the deployment to the remaining districts taking place from March to May 2016
methods_window_days,Methods (p. 2),definitional,212,0,days,==,TRUE,"We calculate these rates before and after the intervention based on a window of 212 d, because 212 is the number of days between deployment and the end of the study period for the district that was the last to receive cameras"
methods_window_days_reason,Methods (p. 2),definitional,212,0,days,==,TRUE,"because 212 is the number of days between deployment and the end of the study period for the district that was the last to receive cameras. The same quantity, restated."
methods_window_days_pretreatment,Methods (p. 2),definitional,212,0,days,==,TRUE,"the pretreatment measurements come from the same 212-d window (in the previous year) as the posttreatment measurements. The same quantity, restated."
methods_rate_denominator,Methods (p. 2),definitional,1000,0,officers,==,TRUE,"Because all of our outcomes are unconditional event counts translated into yearly event rates per 1,000 offices, our measurement procedure avoids the posttreatment bias"
methods_estimators,Methods (p. 2),structural,2,0,estimators,==,FALSE,We use two estimators of the average treatment effects
methods_equation_number,Methods (p. 2),structural,1,0,,==,FALSE,"Eq. 1 provides the exact specification, as preregistered before the realization of outcomes. A float number, not a quantity."
methods_equation_subscripts,Methods (p. 2),structural,,0,,==,FALSE,"YPOST = b0 + b1 Z + b2 YPRE + b3 Block + b4 X + e. The subscripts 0 to 4 are notation, not quantities."
methods_hc2,Methods (p. 2),structural,2,0,,==,FALSE,We use HC2 robust standard errors for variance estimation. HC2 is the name of a variance estimator; the 2 is part of the name.
methods_analysis_sample,Methods (p. 2),pipeline,1922,0,officers,==,TRUE,"We conduct our primary analysis among officers in the seven districts of DC (n = 1,922)"
methods_rate_denominator_restated,Methods (p. 2),definitional,1000,0,officers,==,TRUE,"We conduct this analysis at the officer level, and report results as a yearly rate per 1,000 officers. The same denominator, restated."
methods_statistical_teams,Methods (p. 2),structural,2,0,teams,==,FALSE,"Our analyses were conducted by two independent statistical teams, to help avoid coding errors and as a check of convergence in results. Nothing in the deposit records how many teams analysed the data."
figure_1_ci_level,Figure 1 caption (p. 3),definitional,95,0,per cent,==,TRUE,Fig. 1. Average difference (with 95% confidence interval) between BWC and non-BWC groups
figure_1_rate_denominator,Figure 1 caption (p. 3),definitional,1000,0,officers,==,TRUE,"per 1,000 officers over a year for police use of force, complaints filed against officers, and arrests for disorderly conduct"
figure_1_axis_furniture,Figure 1 (p. 3),structural,,0,,==,FALSE,"Figure 1's horizontal axis is labelled Estimated ATE (Yearly Rate Per 1000 Officers) and is broken at -800, -400, 0, 400 and 800. Axis furniture set by the range of the data the plot receives, not a published estimate."
float_figure_1,Figure 1 (p. 3),structural,6,0,estimates,==,TRUE,Figure 1 prints no estimate on its face and plots 6: three outcomes by two estimators
results_four_categories,Results (p. 3),definitional,4,0,categories,==,FALSE,"Across each of the four outcome categories, our analyses consistently point to a null result. The same four families, restated; the deposit records eight plotting categories instead."
results_no_significant_estimate,Results (p. 3),descriptive,,0,,==,TRUE,"The average treatment effect estimate on all measured outcomes was very small, and no estimate rose to statistical significance at conventional levels"
results_figure_1_reference,Results (p. 3),descriptive,,0,,==,TRUE,"Fig. 1 plots the estimated average treatment effect (as a yearly rate per 1,000 officers) of BWCs on police use of force, civilian complaints, and officer discretion (as measured by arrests for disorderly conduct)"
results_rate_denominator,Results (p. 3),definitional,1000,0,officers,==,TRUE,"Fig. 1 plots the estimated average treatment effect (as a yearly rate per 1,000 officers). The same denominator, restated."
results_uof_estimate,Results (p. 3),pipeline,74,0,per 1000 officers per year,==,TRUE,"Our best guess is that cameras caused an increase of 74 (SE = 87) uses of force per 1,000 officers, per year"
results_uof_se,Results (p. 3),pipeline,87,0,per 1000 officers per year,==,TRUE,"Our best guess is that cameras caused an increase of 74 (SE = 87) uses of force per 1,000 officers, per year"
results_uof_rate_denominator,Results (p. 3),definitional,1000,0,officers,==,TRUE,"74 (SE = 87) uses of force per 1,000 officers, per year. The same denominator, restated."
results_uof_not_significant,Results (p. 3),descriptive,,0,,==,TRUE,This estimate is not statistically significantly different from zero
results_complaints_estimate,Results (p. 3),pipeline,57,0,per 1000 officers per year,==,TRUE,"The effects on complaints (57 per 1,000 officers per year, SE = 41) and arrests for disorderly conduct (-128 per 1,000 officers per year, SE = 277) were also nonsignificant"
results_complaints_se,Results (p. 3),pipeline,41,0,per 1000 officers per year,==,TRUE,"The effects on complaints (57 per 1,000 officers per year, SE = 41)"
results_complaints_rate_denominator,Results (p. 3),definitional,1000,0,officers,==,TRUE,"complaints (57 per 1,000 officers per year, SE = 41). The same denominator, restated."
results_disorderly_estimate,Results (p. 3),pipeline,-128,0,per 1000 officers per year,==,TRUE,"arrests for disorderly conduct (-128 per 1,000 officers per year, SE = 277)"
results_disorderly_se,Results (p. 3),pipeline,277,0,per 1000 officers per year,==,TRUE,"arrests for disorderly conduct (-128 per 1,000 officers per year, SE = 277)"
results_disorderly_rate_denominator,Results (p. 3),definitional,1000,0,officers,==,TRUE,"arrests for disorderly conduct (-128 per 1,000 officers per year, SE = 277). The same denominator, restated."
results_others_nonsignificant,Results (p. 3),descriptive,,0,,==,TRUE,"Effect estimates on court appearances, judicial outcomes, domestic violence calls, and other measures of police behavior (all null) are included in SI Appendix"
discussion_seven_districts,Discussion (p. 3),definitional,7,0,districts,==,TRUE,"as BWCs were randomly assigned within each of the seven police districts, we conducted the equivalent of seven mini-experiments"
discussion_seven_mini_experiments,Discussion (p. 3),definitional,7,0,experiments,==,TRUE,"we conducted the equivalent of seven mini-experiments. The same count, restated as experiments."
discussion_all_seven_insignificant,Discussion (p. 3),descriptive,,0,,==,TRUE,"Despite substantial district-to-district heterogeneity in baseline outcomes, we observe small, insignificant effects in all seven districts"
discussion_calls_thirds,Discussion (p. 3),descriptive,,0,,==,TRUE,"Approximately one-third of calls were responded to by control officers only, one-third by treatment officers only, and the last third by a mix of treatment and control officers"
discussion_no_precamera_difference,Discussion (p. 3),descriptive,,0,,==,TRUE,we examined time trends for documented uses of force and civilian complaints before and after cameras were deployed. We observed no differences in precamera versus postcamera outcomes for either group
discussion_night_no_effect,Discussion (p. 3),descriptive,,0,,==,TRUE,"we examined the effect of treatment on use of force at night, when exposure to nonpolice cameras is lower. We also found no effect of cameras on this alternative dependent variable"
discussion_adherence_days,Discussion (p. 3),pipeline,98,0,per cent,==,TRUE,"For 98% of the days in 2016, MPD averaged at least one video (and often many more) per call for service associated with a treatment officer"
discussion_adherence_year,Discussion (p. 3),structural,2016,0,,==,FALSE,For 98% of the days in 2016. The calendar year of the adherence window.
discussion_shortfall_days,Discussion (p. 3),pipeline,2,0,per cent,==,TRUE,"Further, even for the 2% of days in 2016 in which the number of videos uploaded was less than the number of incidents for which we would expect them, the difference is minimal"
discussion_shortfall_year,Discussion (p. 3),structural,2016,0,,==,FALSE,"even for the 2% of days in 2016. The same calendar year, restated."
discussion_average_adherence,Discussion (p. 3),pipeline,96,0,per cent,==,TRUE,"the difference is minimal, with 96% average adherence based on our measure"
article_front_matter,Title page and footnotes (p. 1),structural,,0,,==,FALSE,"Author affiliation superscripts and footnote markers, the ZIP codes 20004, 02912, 20024, 48109 and 06511, the editorial dates March 21 2019 and August 28 2018, the DOI 10.1073/pnas.1814773116 and the page numbers 1 to 4 of 4. Page furniture, not claims."
article_reference_list,References (p. 4),structural,,0,,==,FALSE,"The 30 numbered references and the bracketed citation markers 1 to 30 throughout the body. Bibliographic numerals, excluded from the extraction by the boundary stated in the report."
appendix_contents,Contents (p. 1),structural,7,0,sections,==,FALSE,"The supplement's own front matter lists seven lettered sections, A Methodology (p. 3), B A Novel Approach to Program Evaluation (p. 11), C Full Results (p. 12), D Application of Alternate Measurement Strategy (p. 34), E Supplementary Analyses (p. 36), F MPD General Order SPT-302.13 (p. 41) and G Preanalysis Plan (p. 44), with subsection numbers and page numbers."
appendix_date,Title page,structural,2019,0,,==,FALSE,"May 7, 2019. The supplement's own date."
appendix_mandate_year,Appendix A (p. 3),structural,2016,0,,==,FALSE,a legislative mandate to equip all officers with BWCs by the end of 2016 meant that the RCT would have to end no later than mid-December 2016
appendix_two_week_window,Appendix A (p. 3),structural,2,0,weeks,==,FALSE,leaving a two-week window to deploy remaining cameras
appendix_pilot_districts,Appendix A (p. 3),definitional,2,0,districts,==,TRUE,we conducted a pilot study in two of the seven MPD police districts
appendix_pilot_year,Appendix A (p. 3),structural,2015,0,,==,FALSE,"In June 2015, eligible officers in these two districts were randomly assigned to receive a BWC or not"
appendix_pilot_bwc,Appendix A (p. 3),pipeline,325,0,officers,==,TRUE,"In June 2015, eligible officers in these two districts were randomly assigned to receive a BWC or not: 325 officers were outfitted with BWCs, while 180 were not given cameras (the ""control"" group)"
appendix_pilot_control,Appendix A (p. 3),pipeline,180,0,officers,==,TRUE,"325 officers were outfitted with BWCs, while 180 were not given cameras (the ""control"" group)"
appendix_six_month_study,Appendix A (p. 3),definitional,6,0,months,==,FALSE,"we determined that, at a minimum, a six-month-long study with individual-level randomization within each district would be sufficiently powered. A design decision taken before the trial; the deposit records no power calculation."
appendix_blocking_levels,Appendix A (p. 3),structural,2,0,levels,==,FALSE,"We had two levels of blocking, ""major"" and ""minor."""
appendix_major_blocks_districts,Appendix A (p. 3),definitional,7,0,districts,==,TRUE,"The major blocks are the seven districts, and three special units (NSID, SOD, and School Security Division [SSD])"
appendix_major_blocks_units,Appendix A (p. 3),definitional,3,0,units,==,TRUE,"The major blocks are the seven districts, and three special units (NSID, SOD, and School Security Division [SSD])"
appendix_pilot_block_labels,Appendix A (p. 3),structural,,0,,==,FALSE,"Except in the blocks involved in the pilot (5D and 7D), we created ""minor"" blocks. The digits in 5D and 7D are district labels."
appendix_matched_pairs,Appendix A (p. 3),descriptive,,0,,==,TRUE,"We grouped officers into matched pairs so that within each pair, officers were maximally similar to each other according to these characteristics"
appendix_nsid_probability,Appendix A (p. 3),descriptive,50,0,per cent,>,TRUE,"In the first Narcotics and Special Investigations Division (NSID) subgroup of officers to be randomly assigned BWCs, we were requested to assign cameras to more than 50% of the officers"
appendix_trios,Appendix A (p. 3),structural,,0,,==,FALSE,"We first made matched trios, then randomly assigned some trios to get two cameras and others to get one camera. The minor-block composition of NSID is not separately recorded in the deposit."
appendix_total_major_blocks,Appendix A footnote 1 (p. 3),pipeline,12,0,blocks,==,TRUE,Random assignment of BWCs to NSID were completed in two separate rounds. This makes a total of 12 major blocks in our randomization strategy
appendix_nsid_rounds,Appendix A footnote 1 (p. 3),definitional,2,0,rounds,==,TRUE,Random assignment of BWCs to NSID were completed in two separate rounds
appendix_footnote_citations,Appendix A footnotes (pp. 3-9),structural,,0,,==,FALSE,"The numerals inside footnotes 2 to 12: the publication year 2012 and chapters 3 and 6 of Gerber and Green, the general-order identifiers RAR-901.07, PER-120.25 and the page and item numbers cited within them, the statute numbers 22-405 and 16-031, the census URL and the access dates October 6 2016, July 19 2016, September 6 2016, October 27 2016 and June 30 2016. Bibliographic numerals."
float_table_a1,Appendix Table A.1 (p. 4),structural,36,0,cells,==,FALSE,"Table A.1 prints 36 numeric cells: twelve major blocks by a control count, a BWC count and a probability of assignment. The Covariates Used in Minor Blocking column is text, and the digits inside the block labels 1D to 7D are labels."
float_table_a2,Appendix Table A.2 (p. 4),structural,16,0,cells,==,FALSE,Table A.2 prints 16 numeric cells: eight race and sex categories by a control and a treatment percentage.
float_table_a3,Appendix Table A.3 (p. 4),structural,4,0,cells,==,FALSE,Table A.3 prints 4 numeric cells: mean and median length of service by a control and a treatment column.
float_table_a4,Appendix Table A.4 (p. 5),structural,10,0,dates,==,FALSE,"Table A.4 prints 10 dates of first BWC deployment, one for each of the seven patrol districts and the three special units."
appendix_appendix_f_reference,Appendix A (p. 5),descriptive,,0,,==,TRUE,The general order enumerates the range of events for which officers were required to activate their BWCs; this list is included in Appendix F
appendix_a1_rate_denominator,Appendix A.1 (p. 5),definitional,1000,0,officers,==,TRUE,we use all available data for all districts to calculate the yearly rate per 1000 officers for each of the measured outcomes
appendix_alternate_section_reference,Appendix A.1 (p. 5),descriptive,,0,,==,TRUE,The coefficient plots for each of the outcomes using this alternate measurement strategy are provided in Section 4
appendix_alternate_no_significant,Appendix A.1 (p. 5),descriptive,,0,,==,TRUE,"Regardless of which measurement strategy we apply, our findings remain the same: we are unable to detect any statistically significant effects of BWCs on the measured outcomes"
appendix_four_families,Appendix A.2 (p. 6),definitional,4,0,families,==,FALSE,"We assessed the effect of BWCs on the following four families of outcome measures: police use of force; citizen complaints; policing activity; and judicial outcomes. The same four families, restated; the deposit records eight plotting categories instead."
appendix_two_uof_measures,Appendix A.2.1 (p. 6),definitional,2,0,measures,==,TRUE,"we also differentiate between serious uses of force and other uses of force, as defined by MPD policy. We look at these two measures separately"
appendix_dc_population,Appendix A.2.1 (p. 7),transcribed,680000,0,residents,==,FALSE,"The District of Columbia has a population of approximately 680,000. Transcribed from the United States Census Bureau Quick Facts, July 1 2015 estimates."
appendix_dc_white,Appendix A.2.1 (p. 7),transcribed,44.1,1,per cent,==,FALSE,distributed as follows: 44.1% White. Transcribed from the Census Bureau.
appendix_dc_black,Appendix A.2.1 (p. 7),transcribed,48.3,1,per cent,==,FALSE,48.3% Black. Transcribed from the Census Bureau.
appendix_dc_hispanic,Appendix A.2.1 (p. 7),transcribed,10.6,1,per cent,==,FALSE,10.6% Hispanic or Latino. Transcribed from the Census Bureau.
appendix_dc_asian,Appendix A.2.1 (p. 7),transcribed,4.2,1,per cent,==,FALSE,4.2% Asian. Transcribed from the Census Bureau.
appendix_dc_multiracial,Appendix A.2.1 (p. 7),transcribed,2.7,1,per cent,==,FALSE,2.7% multiracial. Transcribed from the Census Bureau.
appendix_dc_smallest_groups,Appendix A.2.1 (p. 7),transcribed,1,0,per cent,<,FALSE,less than 1% each American Indian or Native Hawaiian or other Pacific Islander. Transcribed from the Census Bureau.
appendix_race_categories,Appendix A.2.1 (p. 7),descriptive,,0,,==,TRUE,"Based on this demographic distribution, we examined use of force across the following race categories: White, Black/African American, Hispanic, and Other/Unknown"
appendix_discretionary_categories,Appendix A.2.3 (p. 8),definitional,3,0,categories,==,TRUE,"officers exercise greater discretion to make arrests on charges in the following subset of offense categories: Disorderly Conduct, Simple Assault, Traffic Violations"
appendix_apo_statute,Appendix A.2.3 (p. 8),structural,,0,,==,FALSE,"They are defined in accordance with DC Criminal Code (22-405). A statute number, not a quantity."
appendix_prosecution_categories,Appendix A.2.4 (p. 9),definitional,4,0,categories,==,TRUE,"We divided prosecutions into four categories, each of which serves as a separate dependent variable"
appendix_disposition_code,Appendix A.2.4 (p. 9),structural,904,0,,==,FALSE,"Guilty-904 Guilty Plea. A disposition code, not a quantity."
appendix_conference_presentations,Appendix B.1.1 (p. 11),structural,4,0,presentations,==,FALSE,"Four conference presentations are listed with their dates, October 2016 to April 19 2017. Nothing in the deposit records the presentation schedule."
appendix_stakeholder_briefings,Appendix B.1.2 (p. 11),structural,10,0,briefings,==,FALSE,"Ten stakeholder briefings are listed with their dates, March 10 2017 to June 1 2017. Nothing in the deposit records the briefing schedule."
figure_c1_ci_level,Figure C.1 caption (p. 13),definitional,95,0,per cent,==,TRUE,We display estimates with 95% confidence intervals from both the difference-in-means and OLS estimators
figure_c1_no_discernible_effect,Figure C.1 caption (p. 13),descriptive,,0,,==,TRUE,"As the plots indicate, we find no discernible effect of BWCs on any of the measured outcomes"
float_figure_c1,Figure C.1 (p. 13),structural,90,0,estimates,==,TRUE,"Figure C.1 prints no estimate on its face and plots 90: 45 outcomes by two estimators, across eight panels"
figure_c1_axis_furniture,Figure C.1 (p. 13),structural,,0,,==,FALSE,"Figure C.1's eight panels carry their own horizontal axis breaks, and the legend names the DIM and OLS estimators. Axis furniture set by the range of the data the plot receives."
table_c_note_rate_denominator,Appendix C table notes (pp. 14-33),definitional,1000,0,officers,==,TRUE,Outcomes are yearly event rates per 1000 officers. The note printed under Tables C.5 to C.30; Tables C.31 to C.37 carry the robust-standard-error note alone.
table_c_note_threshold_10,Appendix C table notes (pp. 14-33),definitional,0.1,1,,==,FALSE,The significance legend printed under every Appendix C table: * p < .1. Written without a leading zero on the page.
table_c_note_threshold_05,Appendix C table notes (pp. 14-33),definitional,0.05,2,,==,FALSE,The significance legend printed under every Appendix C table: ** p < .05. Written without a leading zero on the page.
table_c_note_threshold_01,Appendix C table notes (pp. 14-33),definitional,0.01,2,,==,FALSE,The significance legend printed under every Appendix C table: *** p < .01. Written without a leading zero on the page.
table_c_column_indices,Appendix C tables (pp. 14-33),structural,,0,,==,FALSE,"The column indices (1) to (5) printed above the outcome columns of every multi-column Appendix C table. Column numbering, not values."
appendix_c37_manipulation_holds,Appendix C (p. 33),descriptive,,0,,==,TRUE,"If officers complied with the randomization protocol, we would expect that officers assigned BWCs would make vastly more videos per year, as well as have a longer average length of videos. We find this to be true, and conclude that MPD officers adhered to the randomization protocol"
float_table_c5,Appendix Table C.5,structural,18,0,cells,==,FALSE,"Table C.5 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c7,Appendix Table C.7,structural,12,0,cells,==,FALSE,"Table C.7 prints 12 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c9,Appendix Table C.9,structural,18,0,cells,==,FALSE,"Table C.9 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c11,Appendix Table C.11,structural,18,0,cells,==,FALSE,"Table C.11 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c13,Appendix Table C.13,structural,17,0,cells,==,FALSE,"Table C.13 prints 17 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared. The serious use of force column prints no R-squared."
float_table_c15,Appendix Table C.15,structural,18,0,cells,==,FALSE,"Table C.15 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c17,Appendix Table C.17,structural,17,0,cells,==,FALSE,"Table C.17 prints 17 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared. The serious use of force column prints no R-squared."
float_table_c19,Appendix Table C.19,structural,24,0,cells,==,FALSE,"Table C.19 prints 24 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c21,Appendix Table C.21,structural,18,0,cells,==,FALSE,"Table C.21 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c23,Appendix Table C.23,structural,18,0,cells,==,FALSE,"Table C.23 prints 18 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c25,Appendix Table C.25,structural,30,0,cells,==,FALSE,"Table C.25 prints 30 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c27,Appendix Table C.27,structural,30,0,cells,==,FALSE,"Table C.27 prints 30 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c29,Appendix Table C.29,structural,12,0,cells,==,FALSE,"Table C.29 prints 12 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c31,Appendix Table C.31,structural,6,0,cells,==,FALSE,"Table C.31 prints 6 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c33,Appendix Table C.33,structural,6,0,cells,==,FALSE,"Table C.33 prints 6 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c35,Appendix Table C.35,structural,6,0,cells,==,FALSE,"Table C.35 prints 6 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c37,Appendix Table C.37,structural,12,0,cells,==,FALSE,"Table C.37 prints 12 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, a constant and its standard error, a sample size and an R-squared."
float_table_c6,Appendix Table C.6,structural,48,0,cells,==,FALSE,"Table C.6 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c8,Appendix Table C.8,structural,32,0,cells,==,FALSE,"Table C.8 prints 32 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c10,Appendix Table C.10,structural,48,0,cells,==,FALSE,"Table C.10 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c12,Appendix Table C.12,structural,48,0,cells,==,FALSE,"Table C.12 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c14,Appendix Table C.14,structural,45,0,cells,==,FALSE,"Table C.14 prints 45 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared. The serious use of force column prints neither a pretreatment coefficient nor an R-squared."
float_table_c16,Appendix Table C.16,structural,48,0,cells,==,FALSE,"Table C.16 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c18,Appendix Table C.18,structural,45,0,cells,==,FALSE,"Table C.18 prints 45 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared. The serious use of force column prints neither a pretreatment coefficient nor an R-squared."
float_table_c20,Appendix Table C.20,structural,64,0,cells,==,FALSE,"Table C.20 prints 64 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
float_table_c22,Appendix Table C.22,structural,48,0,cells,==,FALSE,"Table C.22 prints 48 numeric cells: for each outcome column, an estimate and standard error on Officer Assigned BWC, on the pretreatment outcome, on gender, on two race indicators and on length of service, a constant and its standard error, a sample size and an R-squared."
